title,snippet,link
"Predicting energy consumption using LSTM, multi-layer GRU and drop-GRU neural networks","… (LSTM), the Gated Recurrent Unit (GRU) and the Drop-GRU. We are going to use the power … produces a better result than the GRU and the Drop-GRU forecasting methods. There are …",https://www.mdpi.com/1424-8220/22/11/4062/pdf
Comparing LSTM and GRU models to predict the condition of a pulp paper press,"… The GRU internal unit is similar to the LSTM internal unit [62], except that the GRU … In [63], a new system called the multi-GRU prediction system was developed based on GRU …",https://www.mdpi.com/1996-1073/14/21/6958/pdf
Network intrusion detection model based on CNN and GRU,"… single model of CNN and GRU, the CNN-GRU model can effectively extract … GRU structure can extract temporal features of the data better. The model in this paper fuses CNN and GRU …",https://www.mdpi.com/2076-3417/12/9/4184/pdf
Stock prediction based on optimized LSTM and GRU models,… the prediction accuracy of the two GRU models is higher than … Yahoo Finance mobile phone and GRU model to predict the … The LSTM and GRU models are then utilized in this paper to …,https://onlinelibrary.wiley.com/doi/pdf/10.1155/2021/4055281
"A comprehensive overview and comparative analysis on deep learning models: CNN, RNN, LSTM, GRU","Deep learning (DL) has emerged as a powerful subset of machine learning (ML) and artificial intelligence (AI), outperforming traditional ML methods, especially in handling unstructured …",https://arxiv.org/pdf/2305.17473
A comparison of LSTM and GRU networks for learning symbolic sequences,We explore the architecture of recurrent neural networks (RNNs) by studying the complexity of string sequences that it is able to memorize. Symbolic sequences of different complexity …,https://arxiv.org/pdf/2107.02248
Lstm and gru neural network performance comparison study: Taking yelp review dataset as an example,Long short-term memory networks(LSTM) and gate recurrent unit networks(GRU) are two popular variants of recurrent neural networks(RNN) with long-term memory. This study …,https://www.researchgate.net/profile/Shudong-Yang/publication/347267378_LSTM_and_GRU_Neural_Network_Performance_Comparison_Study_Taking_Yelp_Review_Dataset_as_an_Example/links/607ecd28907dcf667bafa669/LSTM-and-GRU-Neural-Network-Performance-Comparison-Study-Taking-Yelp-Review-Dataset-as-an-Example.pdf
GRU-INC: An inception-attention based approach using GRU for human activity recognition,"… Gated Recurrent Unit-Inception (GRU-INC) model has been proposed, which is an Inception-Attention based approach using Gated Recurrent Unit (GRU) that effectively makes use of …",https://www.researchgate.net/profile/Mohammad-Yousuf/publication/366180314_GRU-INC_An_inception-attention_based_approach_using_GRU_for_human_activity_recognition/links/6698aba24a172d2988aa31a6/GRU-INC-An-inception-attention-based-approach-using-GRU-for-human-activity-recognition.pdf
A GRU deep learning system against attacks in software defined networks,The management of modern network environments is becoming more and more complex due to new requirements of devices' heterogeneity regarding the popularization of the Internet …,https://riunet.upv.es/bitstream/handle/10251/189732/AssisCarvalhoLloret%20-%20A%20GRU%20deep%20learning%20system%20against%20attacks%20in%20software%20defined%20networks.pdf?sequence=3
Water level prediction model based on GRU and CNN,… (GRU) and convolutional neural network (CNN) are combined to build a CNN-GRU model in which the GRU … The CNN-GRU model that using data from multiple locations to predict the …,https://ieeexplore.ieee.org/iel7/6287639/8948470/09044367.pdf
Are GRU cells more specific and LSTM cells more sensitive in motive classification of text?,"… to use GRU and when to use LSTM cells. We think that because of the architecture, the GRU … So the aim of this study is to compare GRU and LSTM cells for automated motive coding, a …",https://www.frontiersin.org/articles/10.3389/frai.2020.00040/pdf
A deep bidirectional GRU network model for biometric electrocardiogram classification based on recurrent neural networks,"In this paper, we propose a deep Recurrent Neural Networks (RNNs) based on Gated Recurrent Unit (GRU) in a bidirectional manner (BGRU) for human identification from …",https://ieeexplore.ieee.org/iel7/6287639/8600701/08826253.pdf
Short-term runoff prediction with GRU and LSTM networks without requiring time step optimization during sample generation,"… and GRU models perform better than ANN models when the time step is optimized. GRU models … models, and our results show that GRU models perform equally well as LSTM models. …",https://drive.google.com/file/d/12IoMyP2TLyO_XeUHDF4pbiDyNers7yGc/view
Simple but effective GRU variants,"… In this study, we revise GRU networks and propose two simple but effective variants of GRU. We used an empirical approach and tried to clarify the effectiveness of the current units and …",https://www.researchgate.net/profile/Gulsum-Yigit/publication/354970612_Simple_But_Effective_GRU_Variants/links/652e8bcc6725c324010d6016/Simple-But-Effective-GRU-Variants.pdf
"Introduction to sequence learning models: RNN, LSTM, GRU",Sequences consist of data points that can be meaningfully ordered such that observations at one location in the sequence provide useful information about observations at other …,https://www.researchgate.net/profile/Sakib-Zargar-2/publication/350950396_Introduction_to_Sequence_Learning_Models_RNN_LSTM_GRU/links/607b41c0907dcf667ba83ade/Introduction-to-Sequence-Learning-Models-RNN-LSTM-GRU.pdf
A novel CNN-GRU-based hybrid approach for short-term residential load forecasting,"… Inspired by the results of CNN-GRU, we developed a hybrid model incorporating CNNs with multi-layered GRU model and achieved up-to-date results. The architecture of the proposed …",https://ieeexplore.ieee.org/iel7/6287639/8948470/09141253.pdf
Ae2-nets: Autoencoder in autoencoder networks,"… Autoencoder in Autoencoder Networks (AE^ 2-Nets), which integrates information from heterogeneous sources into an intact representation by the nested autoencoder … autoencoder …",http://openaccess.thecvf.com/content_CVPR_2019/papers/Zhang_AE2-Nets_Autoencoder_in_Autoencoder_Networks_CVPR_2019_paper.pdf
NVAE: A deep hierarchical variational autoencoder,"Normalizing flows, autoregressive models, variational autoencoders (VAEs), and deep energy-based models are among competing likelihood-based frameworks for deep generative …",https://proceedings.neurips.cc/paper/2020/file/e3b21256183cf7c2c7a66be163579d37-Paper.pdf
An introduction to autoencoders,"… autoencoders. This article covers the mathematics and the fundamental concepts of autoencoders. … We will start with a general introduction to autoencoders, and we will discuss the …",https://arxiv.org/pdf/2201.03898
Context autoencoder for self-supervised representation learning,"We present a novel masked image modeling (MIM) approach, context autoencoder (CAE), for self-supervised representation pretraining. We pretrain an encoder by making predictions …",https://arxiv.org/pdf/2202.03026
Controlvae: Controllable variational autoencoder,"… Variational Autoencoders (VAE) and their variants have been widely used in a variety of … To address these issues, we propose a novel controllable variational autoencoder framework, …",http://proceedings.mlr.press/v119/shao20b/shao20b.pdf
Dirichlet variational autoencoder,"This paper proposes Dirichlet Variational Autoencoder (DirVAE) using a Dirichlet prior. To infer the parameters of DirVAE, we utilize the stochastic gradient method by approximating the …",https://arxiv.org/pdf/1901.02739
DAEN: Deep autoencoder networks for hyperspectral unmixing,"… In this paper, we develop a new deep autoencoder network (… In the second step, we employ a variational autoencoder (VAE… learning and inherit autoencoder architecture which can be …",https://www2.umbc.edu/rssipl/people/aplaza/Papers/Journals/2019.TGRS.DAEN.pdf
ALIME: Autoencoder based approach for local interpretability,"… We use a variant of autoencoder called denoising autoencoder [14], … We train an autoencoder with the help of the training data to be … Then, the autoencoder is made to reconstruct the …",https://arxiv.org/pdf/1909.02437
In-context autoencoder for context compression in a large language model,"We propose the In-context Autoencoder (ICAE), leveraging the power of a large language model (LLM) to compress a long context into short compact memory slots that can be directly …",https://arxiv.org/pdf/2307.06945
Tutorial: Deriving the standard variational autoencoder (vae) loss function,… Variational Autoencoders (VAE) are one important example where variational inference is … lower bound loss function of the standard variational autoencoder. We do so in the instance of …,https://arxiv.org/pdf/1907.08956
